,season,team,player,nation,pos,age,mp,starts,minutes,ninetys,gls,ast,npg,xg,npxg,xa,np_xgoal_contrib,sh,sot,dist,fk,pkscored,pkatt,tkl,tklw,tklvsdrb,attvsdrb,press,succ,blocks,inter,err,pass_cmp,pass_att,pass_totdist,pass_prgdist,sca,sca_passlive,sca_passdead,sca_drib,sca_sh,sca_fld,sca_def,gca,gca_passlive,gca_passdead,gca_drib,gca_sh,gca_fld,gca_def,touches,touches_defthird,touches_attthird,touches_attpen,carries,carries_totdist,carries_prgdist,progcarries,progpassrec,crdy,crdr,twocrdy,fls,fld,off,recov,arlwon,arllost,player_team
124,2022_2023,Leeds United,Rodrigo,es ESP,"FW,MF",31,5,5,357.0,4.0,4.0,1.0,4.0,2.4,2.4,0.7,3.0,19,7,15.3,1,0,0,1,1,0,3,60,18,3,1,0,75,110,1423,327,7,4,0,0,3,0,0,1,0,0,0,1,0,0,159,18,73,24,86,417,166,14,33,0,0,0,7,2,0,17,11,13,"Rodrigo_['L_e_e_d_s_', '_U_n_i_t_e_d']"
125,2022_2023,Leeds United,Daniel James,wls WAL,FW,24,4,2,198.0,2.2,0.0,0.0,0.0,0.3,0.3,0.3,0.5,3,1,17.4,0,0,0,4,2,1,5,47,13,3,2,0,23,40,259,78,2,1,0,0,0,1,0,0,0,0,0,0,0,0,69,11,34,6,43,255,183,12,10,0,0,0,2,6,0,8,1,6,"Daniel_James_['L_e_e_d_s_', '_U_n_i_t_e_d']"
126,2022_2023,Leeds United,Luis Sinisterra,co COL,"FW,MF",23,5,2,181.0,2.0,2.0,0.0,2.0,0.8,0.8,0.0,0.8,4,3,15.9,0,0,0,5,2,0,2,37,15,1,3,0,74,84,1092,292,7,5,0,1,0,1,0,1,0,0,1,0,0,0,108,10,48,4,80,341,166,12,15,1,0,0,3,6,0,14,4,3,"Luis_Sinisterra_['L_e_e_d_s_', '_U_n_i_t_e_d']"
127,2022_2023,Leeds United,Patrick Bamford,eng ENG,FW,28,4,2,170.0,1.9,0.0,0.0,0.0,1.5,1.5,0.0,1.5,7,2,12.1,0,0,0,0,0,0,3,29,14,1,0,0,29,34,301,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2,34,15,31,177,84,4,17,0,0,0,4,0,2,10,2,4,"Patrick_Bamford_['L_e_e_d_s_', '_U_n_i_t_e_d']"
128,2022_2023,Leeds United,Joe Gelhardt,eng ENG,FW,20,5,1,126.0,1.4,0.0,0.0,0.0,0.7,0.7,0.0,0.7,6,1,27.4,0,0,0,0,0,0,1,28,8,1,1,0,27,35,349,72,2,2,0,0,0,0,0,1,1,0,0,0,0,0,65,5,30,5,40,169,98,5,17,0,0,0,3,4,0,8,2,11,"Joe_Gelhardt_['L_e_e_d_s_', '_U_n_i_t_e_d']"
129,2022_2023,Leeds United,Mateusz Klich,pl POL,MF,32,6,0,132.0,1.5,0.0,0.0,0.0,0.1,0.1,0.2,0.3,2,0,16.4,0,0,0,6,5,1,2,36,13,1,1,0,50,66,747,238,7,6,0,0,1,0,0,0,0,0,0,0,0,0,81,11,39,7,47,201,93,6,16,1,0,0,6,4,0,12,0,1,"Mateusz_Klich_['L_e_e_d_s_', '_U_n_i_t_e_d']"
130,2022_2023,Fulham,Tosin Adarabioyo,eng ENG,DF,24,6,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0,0,,0,0,0,8,5,1,3,24,6,8,12,1,195,249,4587,1451,1,1,0,0,0,0,0,0,0,0,0,0,0,0,315,179,6,1,158,909,515,13,1,0,0,0,5,1,0,54,20,5,Tosin_Adarabioyo_['F_u_l_h_a_m']
131,2022_2023,Fulham,Aleksandar Mitrović,rs SRB,FW,27,6,6,539.0,6.0,6.0,0.0,5.0,4.8,3.2,0.2,3.5,25,13,14.1,0,1,2,8,8,2,5,87,22,8,5,0,65,113,1192,255,19,7,0,4,4,2,2,4,0,0,1,1,1,1,221,30,99,36,126,460,241,14,21,2,0,0,3,12,5,22,42,45,Aleksandar_Mitrović_['F_u_l_h_a_m']
132,2022_2023,Fulham,Harrison Reed,eng ENG,MF,27,6,6,539.0,6.0,0.0,0.0,0.0,0.2,0.2,0.2,0.5,4,0,19.6,0,0,0,6,3,2,14,103,31,13,6,0,131,189,2203,615,10,7,2,0,0,0,1,1,1,0,0,0,0,0,243,51,72,6,141,510,249,5,13,2,0,0,7,2,0,61,11,7,Harrison_Reed_['F_u_l_h_a_m']
133,2022_2023,Fulham,Tim Ream,us USA,DF,34,6,6,537.0,6.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1,0,11.0,0,0,0,9,4,4,7,56,17,11,25,0,219,261,5320,1811,5,5,0,0,0,0,0,0,0,0,0,0,0,0,329,188,8,3,179,968,610,12,0,0,0,0,4,1,0,59,13,0,Tim_Ream_['F_u_l_h_a_m']
134,2022_2023,Fulham,João Palhinha,pt POR,MF,27,6,6,531.0,5.9,1.0,0.0,1.0,0.3,0.3,0.0,0.3,6,2,13.7,0,0,0,27,19,10,27,144,53,12,8,0,129,162,2447,494,1,0,0,0,1,0,0,0,0,0,0,0,0,0,234,72,31,5,121,485,190,5,3,4,0,0,10,9,0,55,15,8,João_Palhinha_['F_u_l_h_a_m']
135,2022_2023,Fulham,Kenny Tete,nl NED,DF,26,6,6,513.0,5.7,0.0,2.0,0.0,0.0,0.0,0.2,0.3,1,0,13.6,0,0,0,21,10,6,7,87,26,11,18,0,180,243,3005,1429,7,5,2,0,0,0,0,2,2,0,0,0,0,0,319,112,77,1,142,537,252,8,3,3,0,0,9,5,0,47,9,10,Kenny_Tete_['F_u_l_h_a_m']
136,2022_2023,Fulham,Bobby Reid,jm JAM,FW,29,6,6,507.0,5.6,1.0,0.0,1.0,1.0,1.0,0.2,1.2,8,2,10.7,0,0,0,10,6,2,4,90,21,14,7,0,84,130,1260,320,7,3,0,0,2,2,0,0,0,0,0,0,0,0,205,37,97,24,131,693,387,16,20,3,0,0,10,4,0,33,8,12,Bobby_Reid_['F_u_l_h_a_m']
137,2022_2023,Fulham,Andreas Pereira,br BRA,MF,26,6,6,478.0,5.3,0.0,1.0,0.0,0.2,0.2,0.8,1.0,7,2,24.6,2,0,0,5,3,3,8,84,25,6,1,0,102,162,2003,675,17,7,9,0,0,1,0,1,0,1,0,0,0,0,215,21,96,8,147,664,375,19,20,0,0,0,9,6,1,18,2,9,Andreas_Pereira_['F_u_l_h_a_m']
138,2022_2023,Fulham,Antonee Robinson,us USA,DF,25,6,6,478.0,5.3,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1,0,26.3,0,0,0,12,5,6,8,72,20,13,20,1,140,200,2786,1699,10,9,0,0,0,0,1,0,0,0,0,0,0,0,262,121,64,3,131,790,459,15,2,2,0,0,4,2,1,36,7,6,Antonee_Robinson_['F_u_l_h_a_m']
139,2022_2023,Fulham,Neeskens Kebano,cd COD,FW,30,5,5,364.0,4.0,0.0,1.0,0.0,0.4,0.4,0.2,0.7,6,1,15.8,0,0,0,6,4,1,6,67,16,9,2,0,67,92,898,271,9,7,0,0,1,1,0,2,1,0,0,1,0,0,134,27,81,14,105,722,513,27,15,0,0,0,4,6,2,26,1,5,Neeskens_Kebano_['F_u_l_h_a_m']
140,2022_2023,Newcastle United,Joelinton,br BRA,MF,26,6,6,540.0,6.0,0.0,1.0,0.0,0.9,0.9,0.5,1.4,8,3,15.0,0,0,0,20,11,6,16,107,35,6,15,0,213,260,3590,1072,19,15,1,1,1,0,1,1,1,0,0,0,0,0,355,72,131,22,230,1279,579,19,32,2,0,0,16,5,0,50,17,19,"Joelinton_['N_e_w_c_a_s_t_l_e_', '_U_n_i_t_e_d']"
141,2022_2023,Newcastle United,Kieran Trippier,eng ENG,DF,31,6,6,540.0,6.0,1.0,0.0,1.0,0.2,0.2,0.9,1.1,4,2,24.9,4,0,0,5,3,1,9,53,14,9,18,0,230,333,5181,2730,16,6,10,0,0,0,0,0,0,0,0,0,0,0,387,111,144,1,180,674,301,13,4,2,0,0,4,5,0,65,12,9,"Kieran_Trippier_['N_e_w_c_a_s_t_l_e_', '_U_n_i_t_e_d']"
142,2022_2023,Newcastle United,Miguel Almirón,py PAR,FW,28,6,6,487.0,5.4,1.0,0.0,1.0,1.1,1.1,0.6,1.8,11,2,15.7,0,0,0,11,6,4,6,86,26,6,7,0,119,150,1846,486,13,9,0,2,2,0,0,0,0,0,0,0,0,0,216,32,132,37,172,1079,587,29,47,0,0,0,4,6,1,36,0,5,"Miguel_Almirón_['N_e_w_c_a_s_t_l_e_', '_U_n_i_t_e_d']"
143,2022_2023,Newcastle United,Joe Willock,eng ENG,MF,23,6,6,486.0,5.4,0.0,0.0,0.0,1.4,1.4,0.4,1.8,9,2,14.8,0,0,0,13,9,6,10,92,28,10,11,0,122,151,2031,499,6,5,0,0,0,0,1,0,0,0,0,0,0,0,225,58,85,22,133,664,368,23,20,0,0,0,8,5,2,35,10,9,"Joe_Willock_['N_e_w_c_a_s_t_l_e_', '_U_n_i_t_e_d']"
144,2022_2023,Newcastle United,Fabian Schär,ch SUI,DF,30,5,5,450.0,5.0,1.0,0.0,1.0,0.5,0.5,0.2,0.7,7,1,16.8,1,0,0,7,4,4,6,28,10,16,16,0,158,223,3728,1528,4,4,0,0,0,0,0,0,0,0,0,0,0,0,287,157,21,7,147,851,484,13,1,3,0,0,4,6,0,61,21,8,"Fabian_Schär_['N_e_w_c_a_s_t_l_e_', '_U_n_i_t_e_d']"
145,2022_2023,Newcastle United,Dan Burn,eng ENG,DF,30,6,5,435.0,4.8,0.0,0.0,0.0,0.4,0.4,0.1,0.5,6,1,9.5,0,0,0,13,4,4,6,43,11,9,7,0,127,157,2528,888,4,4,0,0,0,0,0,0,0,0,0,0,0,0,221,101,42,10,85,258,84,3,1,0,0,0,6,0,3,42,12,9,"Dan_Burn_['N_e_w_c_a_s_t_l_e_', '_U_n_i_t_e_d']"
146,2022_2023,Newcastle United,Sven Botman,nl NED,DF,22,5,4,361.0,4.0,0.0,0.0,0.0,0.4,0.4,0.4,0.9,4,1,9.3,0,0,0,2,1,1,3,26,11,4,3,1,159,182,3540,1090,3,2,0,0,1,0,0,0,0,0,0,0,0,0,218,123,23,14,129,605,310,3,1,0,0,0,3,0,0,34,15,2,"Sven_Botman_['N_e_w_c_a_s_t_l_e_', '_U_n_i_t_e_d']"
147,2022_2023,Newcastle United,Allan Saint-Maximin,fr FRA,FW,25,4,4,342.0,3.8,1.0,2.0,1.0,1.0,1.0,1.0,1.9,12,5,17.9,0,0,0,0,0,0,2,31,10,0,3,0,87,132,1560,500,22,15,0,5,0,2,0,5,3,0,1,0,1,0,180,15,125,26,164,1327,957,51,28,1,0,0,2,9,1,29,0,0,"Allan_Saint-Maximin_['N_e_w_c_a_s_t_l_e_', '_U_n_i_t_e_d']"
148,2022_2023,Newcastle United,Sean Longstaff,eng ENG,MF,24,6,3,317.0,3.5,0.0,1.0,0.0,0.2,0.2,0.7,0.9,4,1,14.8,0,0,0,6,3,1,8,73,22,6,4,0,102,127,2055,595,9,6,0,0,2,1,0,1,1,0,0,0,0,0,172,46,41,8,103,467,149,6,9,1,0,0,7,4,0,41,6,2,"Sean_Longstaff_['N_e_w_c_a_s_t_l_e_', '_U_n_i_t_e_d']"
149,2022_2023,Newcastle United,Matt Targett,eng ENG,DF,26,4,3,284.0,3.2,0.0,0.0,0.0,0.0,0.0,0.6,0.6,1,0,25.3,0,0,0,7,7,6,11,27,10,5,7,0,126,171,2295,1196,10,7,3,0,0,0,0,0,0,0,0,0,0,0,191,53,62,0,95,451,235,8,5,0,0,0,4,2,0,28,8,6,"Matt_Targett_['N_e_w_c_a_s_t_l_e_', '_U_n_i_t_e_d']"
150,2022_2023,Newcastle United,Bruno Guimarães,br BRA,MF,24,3,3,269.0,3.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1,0,26.0,0,0,0,8,6,2,3,62,14,7,5,0,113,133,2002,478,9,7,0,0,0,1,1,0,0,0,0,0,0,0,182,42,51,3,132,619,273,11,4,1,0,0,2,9,0,24,1,2,"Bruno_Guimarães_['N_e_w_c_a_s_t_l_e_', '_U_n_i_t_e_d']"
151,2022_2023,Newcastle United,Callum Wilson,eng ENG,FW,30,3,3,244.0,2.7,2.0,0.0,2.0,1.2,1.2,0.2,1.4,8,4,9.7,0,0,0,1,1,0,0,37,12,0,0,0,22,33,338,14,2,2,0,0,0,0,0,0,0,0,0,0,0,0,59,2,38,17,39,228,162,9,15,0,0,0,4,1,4,7,3,9,"Callum_Wilson_['N_e_w_c_a_s_t_l_e_', '_U_n_i_t_e_d']"
152,2022_2023,Newcastle United,Ryan Fraser,sct SCO,FW,28,4,2,168.0,1.9,0.0,0.0,0.0,0.2,0.2,0.2,0.4,2,0,14.3,0,0,0,1,0,1,2,23,2,3,0,0,39,54,563,205,4,3,1,0,0,0,0,0,0,0,0,0,0,0,74,13,43,5,46,261,161,8,12,1,0,0,5,5,0,10,0,0,"Ryan_Fraser_['N_e_w_c_a_s_t_l_e_', '_U_n_i_t_e_d']"
153,2022_2023,Newcastle United,Alexander Isak,se SWE,FW,22,2,2,152.0,1.7,1.0,0.0,1.0,1.2,1.2,0.2,1.4,5,3,13.5,0,0,0,1,0,1,2,39,6,3,0,0,11,19,165,35,3,2,0,0,0,1,0,0,0,0,0,0,0,0,34,1,24,9,18,160,83,3,11,0,0,0,3,3,2,6,4,4,"Alexander_Isak_['N_e_w_c_a_s_t_l_e_', '_U_n_i_t_e_d']"
154,2022_2023,Newcastle United,Chris Wood,nz NZL,FW,30,6,1,118.0,1.3,0.0,0.0,0.0,0.2,0.2,0.0,0.2,3,1,14.6,0,0,0,0,0,0,0,19,1,1,0,0,21,32,301,79,3,2,0,0,1,0,0,0,0,0,0,0,0,0,43,9,21,7,20,97,21,0,11,0,0,0,3,0,0,6,10,7,"Chris_Wood_['N_e_w_c_a_s_t_l_e_', '_U_n_i_t_e_d']"
155,2022_2023,Newcastle United,Jamaal Lascelles,eng ENG,DF,28,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,4,3,1,1,5,1,1,0,0,11,12,317,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,0,0,9,27,2,0,0,1,0,0,1,2,0,2,2,2,"Jamaal_Lascelles_['N_e_w_c_a_s_t_l_e_', '_U_n_i_t_e_d']"
156,2022_2023,Southampton,Mohammed Salisu,gh GHA,DF,23,6,6,540.0,6.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,4,0,7.6,0,0,0,15,9,5,7,61,23,15,14,0,201,283,4379,1741,5,3,1,1,0,0,0,1,0,1,0,0,0,0,361,159,42,4,181,837,298,6,0,2,0,0,9,2,0,76,13,6,Mohammed_Salisu_['S_o_u_t_h_a_m_p_t_o_n']
157,2022_2023,Southampton,James Ward-Prowse,eng ENG,MF,27,6,6,540.0,6.0,1.0,1.0,1.0,0.3,0.3,0.9,1.2,5,2,23.1,2,0,0,17,10,4,12,88,42,5,11,0,233,325,4458,1353,19,8,11,0,0,0,0,2,2,0,0,0,0,0,384,54,130,8,193,612,195,10,7,1,0,0,10,4,0,76,13,10,James_Ward-Prowse_['S_o_u_t_h_a_m_p_t_o_n']
158,2022_2023,Southampton,Kyle Walker-Peters,eng ENG,DF,25,6,6,539.0,6.0,1.0,0.0,1.0,0.5,0.5,0.2,0.7,4,1,13.5,0,0,0,7,3,3,8,58,17,7,12,0,177,243,2834,1220,10,6,1,1,0,2,0,1,1,0,0,0,0,0,316,63,147,19,199,1389,894,44,24,0,0,0,6,12,0,47,9,8,Kyle_Walker-Peters_['S_o_u_t_h_a_m_p_t_o_n']
159,2022_2023,Southampton,Armel Bella Kotchap,de GER,DF,20,5,5,450.0,5.0,0.0,1.0,0.0,0.6,0.6,0.1,0.7,8,1,15.8,0,0,0,7,3,1,1,36,14,8,12,0,129,174,2883,695,5,3,0,1,0,1,0,1,1,0,0,0,0,0,240,117,21,12,118,784,359,11,0,1,0,0,3,6,0,54,19,11,Armel_Bella_Kotchap_['S_o_u_t_h_a_m_p_t_o_n']
160,2022_2023,Southampton,Roméo Lavia,be BEL,MF,18,5,5,419.0,4.7,1.0,0.0,1.0,0.1,0.1,0.0,0.2,4,2,22.6,0,0,0,12,8,2,4,63,30,9,13,0,160,174,3167,791,6,6,0,0,0,0,0,0,0,0,0,0,0,0,226,58,34,3,155,612,247,9,2,1,0,0,4,7,0,50,2,5,Roméo_Lavia_['S_o_u_t_h_a_m_p_t_o_n']
161,2022_2023,Southampton,Adam Armstrong,eng ENG,"FW,MF",25,6,5,387.0,4.3,1.0,1.0,1.0,0.4,0.4,0.6,1.0,6,3,16.0,0,0,0,3,2,1,5,66,26,7,3,0,61,94,1125,213,6,5,0,1,0,0,0,1,1,0,0,0,0,0,136,16,73,21,102,607,347,17,20,0,0,0,4,5,0,15,2,6,Adam_Armstrong_['S_o_u_t_h_a_m_p_t_o_n']
162,2022_2023,Southampton,Mohamed Elyounoussi,no NOR,"FW,MF",28,5,5,357.0,4.0,0.0,0.0,0.0,0.6,0.6,0.3,1.0,8,2,16.1,0,0,0,13,7,5,9,69,21,12,2,0,54,94,942,301,8,7,0,0,1,0,0,0,0,0,0,0,0,0,150,36,63,7,79,364,212,8,18,1,0,0,9,2,0,37,5,8,Mohamed_Elyounoussi_['S_o_u_t_h_a_m_p_t_o_n']
163,2022_2023,Southampton,Joe Aribo,ng NGA,"MF,FW",26,6,4,397.0,4.4,1.0,0.0,1.0,1.0,1.0,0.2,1.1,6,4,8.4,0,0,0,9,6,2,5,62,22,4,5,0,86,117,1063,285,10,8,0,1,1,0,0,1,0,0,1,0,0,0,169,19,96,28,114,483,252,17,24,1,0,0,2,3,0,32,10,22,Joe_Aribo_['S_o_u_t_h_a_m_p_t_o_n']
164,2022_2023,Southampton,Che Adams,sct SCO,FW,26,5,4,392.0,4.4,2.0,0.0,2.0,1.1,1.1,1.0,2.1,10,4,10.9,0,0,0,4,3,1,2,43,8,3,1,0,58,92,946,187,10,8,0,1,0,1,0,0,0,0,0,0,0,0,144,11,91,31,76,240,88,4,25,0,0,0,8,7,2,16,13,40,Che_Adams_['S_o_u_t_h_a_m_p_t_o_n']
165,2022_2023,Southampton,Moussa Djenepo,ml MLI,DF,24,6,4,391.0,4.3,0.0,1.0,0.0,0.1,0.1,0.2,0.3,1,0,14.1,0,0,0,14,10,6,14,63,25,10,11,0,116,161,2075,768,9,7,0,1,0,1,0,2,1,0,1,0,0,0,213,60,68,8,140,984,587,35,4,0,0,0,3,11,0,35,3,9,Moussa_Djenepo_['S_o_u_t_h_a_m_p_t_o_n']
166,2022_2023,Southampton,Romain Perraud,fr FRA,DF,24,4,2,165.0,1.8,0.0,1.0,0.0,0.1,0.1,0.4,0.5,3,0,18.2,0,0,0,7,6,3,5,31,9,3,5,0,35,58,556,271,6,3,0,1,1,0,1,1,1,0,0,0,0,0,85,22,35,6,45,236,112,4,2,0,0,0,2,3,0,12,1,4,Romain_Perraud_['S_o_u_t_h_a_m_p_t_o_n']
167,2022_2023,Southampton,Ibrahima Diallo,fr FRA,MF,23,3,2,161.0,1.8,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2,0,27.0,0,0,0,2,2,0,1,42,14,3,2,0,39,53,737,103,1,1,0,0,0,0,0,0,0,0,0,0,0,0,75,10,32,2,43,170,57,4,2,1,0,0,6,4,0,23,3,2,Ibrahima_Diallo_['S_o_u_t_h_a_m_p_t_o_n']
168,2022_2023,Southampton,Jan Bednarek,pl POL,DF,26,2,2,159.0,1.8,0.0,0.0,0.0,0.1,0.1,0.1,0.2,1,0,7.0,0,0,0,2,2,0,0,8,3,4,2,0,69,77,1385,376,1,1,0,0,0,0,0,0,0,0,0,0,0,0,91,47,3,2,35,131,50,0,0,0,0,0,0,0,0,24,2,5,Jan_Bednarek_['S_o_u_t_h_a_m_p_t_o_n']
169,2022_2023,Southampton,Stuart Armstrong,sct SCO,"MF,FW",30,5,1,190.0,2.1,0.0,0.0,0.0,0.2,0.2,0.5,0.6,4,0,22.3,0,0,0,3,2,0,7,23,9,3,3,0,66,75,1128,329,7,6,0,0,0,1,0,0,0,0,0,0,0,0,104,7,60,7,76,451,218,12,11,0,0,0,1,3,0,15,1,1,Stuart_Armstrong_['S_o_u_t_h_a_m_p_t_o_n']
170,2022_2023,Southampton,Sekou Mara,fr FRA,"FW,MF",20,4,1,101.0,1.1,0.0,1.0,0.0,0.3,0.3,0.2,0.5,6,1,15.0,0,0,0,1,0,1,3,23,4,0,1,0,12,17,159,35,4,2,0,2,0,0,0,2,1,0,1,0,0,0,34,1,21,9,26,94,25,2,7,0,0,0,4,1,1,7,0,9,Sekou_Mara_['S_o_u_t_h_a_m_p_t_o_n']
171,2022_2023,Bournemouth,Jefferson Lerma,co COL,"MF,DF",27,6,6,540.0,6.0,1.0,0.0,1.0,0.3,0.3,0.0,0.3,4,1,20.4,0,0,0,10,4,2,4,52,17,4,4,0,203,240,3753,1061,1,1,0,0,0,0,0,0,0,0,0,0,0,0,290,128,33,6,170,775,312,10,5,0,0,0,6,8,1,45,11,5,Jefferson_Lerma_['B_o_u_r_n_e_m_o_u_t_h']
172,2022_2023,Bournemouth,Chris Mepham,wls WAL,DF,24,6,6,531.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,13.6,0,0,0,10,6,3,4,43,16,9,6,0,189,234,3798,1221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,231,2,2,164,615,274,2,0,2,0,0,7,3,0,35,10,10,Chris_Mepham_['B_o_u_r_n_e_m_o_u_t_h']
173,2022_2023,Bournemouth,Marcus Tavernier,eng ENG,"FW,MF",23,6,6,524.0,5.8,0.0,0.0,0.0,0.3,0.3,0.6,0.9,5,0,16.5,1,0,0,9,5,2,5,93,29,6,6,0,128,198,2156,593,11,7,3,0,0,1,0,1,0,1,0,0,0,0,270,67,117,15,179,1131,581,24,26,0,0,0,3,9,2,44,5,11,Marcus_Tavernier_['B_o_u_r_n_e_m_o_u_t_h']
174,2022_2023,Bournemouth,Adam Smith,eng ENG,DF,31,6,6,495.0,5.5,0.0,0.0,0.0,0.1,0.1,0.1,0.2,2,0,16.3,0,0,0,14,6,8,20,91,15,8,7,0,172,227,2995,1282,3,3,0,0,0,0,0,0,0,0,0,0,0,0,277,120,52,4,140,645,343,13,4,4,0,0,13,3,0,35,6,13,Adam_Smith_['B_o_u_r_n_e_m_o_u_t_h']
175,2022_2023,Bournemouth,Lloyd Kelly,eng ENG,DF,23,5,5,450.0,5.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,0,0,,0,0,0,6,5,3,4,29,10,7,5,0,168,216,3838,1673,2,2,0,0,0,0,0,2,2,0,0,0,0,0,267,184,19,4,155,783,357,3,0,0,0,0,4,1,0,30,10,7,Lloyd_Kelly_['B_o_u_r_n_e_m_o_u_t_h']
176,2022_2023,Bournemouth,Jordan Zemura,zw ZIM,DF,22,5,5,383.0,4.3,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0,0,,0,0,0,11,5,8,12,49,16,12,9,0,125,180,2078,1247,8,5,1,2,0,0,0,0,0,0,0,0,0,0,230,91,53,5,122,606,403,21,3,1,0,0,7,5,0,22,1,5,Jordan_Zemura_['B_o_u_r_n_e_m_o_u_t_h']
177,2022_2023,Bournemouth,Philip Billing,dk DEN,"MF,FW",26,6,4,391.0,4.3,1.0,0.0,1.0,0.1,0.1,0.2,0.2,2,1,23.5,0,0,0,7,3,2,9,99,26,8,6,0,107,140,1648,327,5,4,0,0,1,0,0,1,0,0,0,1,0,0,182,57,51,7,96,485,255,12,9,1,0,0,7,5,0,28,8,6,Philip_Billing_['B_o_u_r_n_e_m_o_u_t_h']
178,2022_2023,Bournemouth,Lewis Cook,eng ENG,MF,25,6,4,383.0,4.3,0.0,1.0,0.0,0.0,0.0,0.1,0.1,1,0,23.0,0,0,0,11,6,4,9,69,16,10,10,0,133,170,2478,398,2,2,0,0,0,0,0,1,1,0,0,0,0,0,213,95,32,0,118,670,342,10,1,0,0,0,2,3,0,37,1,3,Lewis_Cook_['B_o_u_r_n_e_m_o_u_t_h']
